ID,Тип,Артикул,Имя,Опубликован,рекомендуемый?,"Видимость в каталоге","Краткое описание",Описание,"Дата начала действия продажной цены","Дата окончания действия продажной цены","Статус налога","Налоговый класс","В наличии?",Запасы,"Величина малых запасов","Возможен ли предзаказ?","Продано индивидуально?","Вес (kg)","Длина (mm)","Ширина (mm)","Высота (mm)","Разрешить отзывы от клиентов?","Примечание к покупке","Цена распродажи","Базовая цена",Категории,Метки,"Класс доставки",Изображения,"Лимит загрузок","Число дней до просроченной загрузки",Родительский,"Сгруппированные товары",Апсейл,Кросселы,"Внешний URL","Текст кнопки",Позиция,"Имя атрибута 1","Значение(-я) аттрибута(-ов) 1","Видимость атрибута 1","Глобальный атрибут 1","Имя атрибута 2","Значение(-я) аттрибута(-ов) 2","Видимость атрибута 2","Глобальный атрибут 2","Имя атрибута 3","Значение(-я) аттрибута(-ов) 3","Видимость атрибута 3","Глобальный атрибут 3","Имя атрибута 4","Значение(-я) аттрибута(-ов) 4","Видимость атрибута 4","Глобальный атрибут 4","Имя атрибута 5","Значение(-я) аттрибута(-ов) 5","Видимость атрибута 5","Глобальный атрибут 5","Мета: number-meters-packing","Мета: _number-meters-packing","Мета: price-packing","Мета: _price-packing"
463,simple,,"Плинтус МДФ Kronopol D3750 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3750 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Milo_3750_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
471,simple,D4913,"Kronopol Platinium Terra D4913 Кедр Памуккале (Pamucale Pine)",1,0,visible,,"Kronopol Platinium Terra D4913 Кедр Памуккале (Pamucale Pine)",,,taxable,,1,,,0,0,18,1380,193,8,1,,,3524,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Terra_4913_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Terra_4913_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Terra_4913_3.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Terra Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",9,1,0,2.397,field_60d08a32d849c,1470,field_60f553cc93d58
477,simple,,"Плинтус МДФ Kronopol D4913 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D4913 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Terra_4913_3-1.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
479,simple,D4914,"Kronopol Platinium Terra D4914 Дуб Монпарнас (Montparnasse Oak)",1,0,visible,,"Kronopol Platinium Terra D4914 Дуб Монпарнас (Montparnasse Oak)",,,taxable,,1,,,0,0,18,1380,193,8,1,,,3524,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Terra_4914_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Terra_4914_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Terra_4914_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Terra Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",9,1,0,2.397,field_60d08a32d849c,1470,field_60f553cc93d58
486,simple,,"Плинтус МДФ Kronopol D4914 (2500*85*16) D4567, D4526",1,0,visible,,"Плинтус МДФ Kronopol D4914 (2500*85*16) Подходит для Kronopol D4567, D4526",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,"https://kronopol.pro/wp-content/uploads/2021/08/Terra_4914_4.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4567_4.png, https://kronopol.pro/wp-content/uploads/2021/08/SYMFONIA-_AURUM_4526-4.png",,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
488,simple,D4917,"Kronopol Platinium Terra D4917 Дуб Ди Треви (Di Trevi Oak)",1,0,visible,,"Kronopol Platinium Terra D4917 Дуб Ди Треви (Di Trevi Oak)",,,taxable,,1,,,0,0,18,1380,193,8,1,,,3524,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Terra_4917_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Terra_4917_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Terra_4917_3.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Terra Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",9,1,0,2.397,field_60d08a32d849c,1470,field_60f553cc93d58
494,simple,D1035,"Kronopol Platinum Poloma D1035 Дуб Древний (Oak Ancient)",1,0,visible,,"Kronopol Platinum Poloma D1035 Дуб Древний (Oak Ancient)",,,taxable,,1,,,0,0,16,1380,242,8,1,,,3653,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_1035.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_1035-2.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_1035-3.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_1035-4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Poloma Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",9,1,0,2.357,field_60d08a32d849c,1550,field_60f553cc93d58
496,simple,,"Плинтус МДФ Kronopol D4917 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D4917 (2500*85*16)",,,taxable,,1,,,0,0,,2500,70,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Terra_4917_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
497,simple,D4920,"Kronopol Platinium Terra D4920 Дуб Монмартр (Montmartre Oak)",1,0,visible,,"Kronopol Platinium Terra D4920 Дуб Монмартр (Montmartre Oak)",,,taxable,,1,,,0,0,18,1380,193,8,1,,,3524,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Terra_4920_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Terra_4920_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Terra_4920_3.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Terra Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",9,1,0,2.397,field_60d08a32d849c,1470,field_60f553cc93d58
503,simple,,"Плинтус МДФ Kronopol D4920 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D4920 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Terra_4920_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
504,simple,D4923,"Kronopol Platinium Terra D4923 Дуб Краковия (Cracovia Oak)",1,0,visible,,"Kronopol Platinium Terra D4923 Дуб Краковия (Cracovia Oak)",,,taxable,,1,,,0,0,18,1380,193,8,1,,,3524,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Terra_4923_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Terra_4923_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Terra_4923_3.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Terra Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",9,1,0,2.397,field_60d08a32d849c,1470,field_60f553cc93d58
509,simple,,"Плинтус МДФ Kronopol D4923 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D4923 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Terra_4923_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
510,simple,11,"Плинтус ПВХ Arbiton Indo 11 (2500*70*26)",1,0,visible,,"<div class=""description"">
\n
\nПлинтус ПВХ Arbiton Indo 11 (2500*70*26)
\n
\n</div>",,,taxable,,1,,,0,0,,2500,70,26,1,,,290,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Arbiton_Indo_11.jpg,,,,,,,,,0,Материал,ПВХ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,116,field_60f553cc93d58
512,simple,D4924,"Kronopol Platinium Terra D4924 Платан Елисейский (Elysees Platan)",1,0,visible,,"Kronopol Platinium Terra D4924 Платан Елисейский (Elysees Platan)",,,taxable,,1,,,0,0,18,1380,193,8,1,,,3524,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Terra_4924_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Terra_4924_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Terra_4924_3.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Terra Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",9,1,0,2.397,field_60d08a32d849c,1470,field_60f553cc93d58
520,simple,,"Плинтус МДФ Kronopol D3328 (2500*85*16) D1035",1,0,visible,,"Плинтус МДФ Kronopol D3328 (2500*85*16). Подходит Kronopol D1035.",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_1035-4.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
522,simple,,"Плинтус МДФ Kronopol D4924 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D4924 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,26,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Terra_4924_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
524,simple,D1038,"Kronopol Platinum Poloma D1038 Бетон Миллениум (Millenium Concrete)",1,0,visible,,"Kronopol Platinum Poloma D1038 Бетон Миллениум (Millenium Concrete)",,,taxable,,1,,,0,0,16,1380,242,8,1,,,3653,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_1038.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_1038-2.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_1038-3.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_1038-4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Poloma Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",9,1,0,2.357,field_60d08a32d849c,1550,field_60f553cc93d58
531,simple,D3273,"Kronopol Platinum Poloma D3273 Дуб Каньон (Oak Conyon)",1,0,visible,,"Kronopol Platinum Poloma D3273 Дуб Каньон (Oak Conyon)",,,taxable,,1,,,0,0,16,1380,242,8,1,,,3653,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_3273.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_3273-2.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_3273-3.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Poloma Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",9,1,0,2.357,field_60d08a32d849c,1550,field_60f553cc93d58
535,simple,D4500,"Kronopol Platinum Poloma D4500 Крема Клара (Crema Clara)",1,0,visible,,"Kronopol Platinum Poloma D4500 Крема Клара (Crema Clara)",,,taxable,,1,,,0,0,16,1380,242,8,1,,,3653,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_4500.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_4500-2.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_4500-3.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Poloma Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",9,1,0,2.357,field_60d08a32d849c,1550,field_60f553cc93d58
539,simple,D4560,"Kronopol Platinum Poloma D4560 Дуб Кико (Oak Kiko)",1,0,visible,,"Kronopol Platinum Poloma D4560 Дуб Кико (Oak Kiko)",,,taxable,,1,,,0,0,16,1380,242,8,1,,,3653,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_4560.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_4560-2.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_4560-3.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_4560-4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Poloma Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",9,1,0,2.357,field_60d08a32d849c,1550,field_60f553cc93d58
544,simple,D4561,"Kronopol Platinum Poloma D4561 Дуб Кармен (Oak Carmen)",1,0,visible,,"Kronopol Platinum Poloma D4561 Дуб Кармен (Oak Carmen)",,,taxable,,1,,,0,0,16,1380,242,8,1,,,3653,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_4561.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_4561-2.png, https://kronopol.pro/wp-content/uploads/2021/08/Poloma_Platinium_4561-3.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Poloma Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",9,1,0,2.357,field_60d08a32d849c,1550,field_60f553cc93d58
549,simple,D4915,"Kronopol Platinium BlackPool D4915 Дуб Букингем (Dąb Buckingham)",1,0,visible,,"Kronopol Platinium BlackPool D4915 Дуб Букингем (Dąb Buckingham)",,,taxable,,1,,,0,0,14,1380,244,10,1,,,2678,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4915_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4915_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4915_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Blackpool Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",5,1,0,1.684,field_60d08a32d849c,1590,field_60f553cc93d58
553,simple,,"Плинтус МДФ Kronopol D4915 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D4915 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4915_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
554,simple,,"Плинтус ПВХ Arbiton Indo 16 (2500*70*26)",1,0,visible,,"<div class=""description"">
\n<div class=""description"">
\n
\nПлинтус ПВХ Arbiton Indo 16 (2500*70*26)
\n
\n</div>
\n</div>",,,taxable,,1,,,0,0,,2500,70,26,1,,,290,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Arbiton_Indo_16.jpg,,,,,,,,,0,Материал,ПВХ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,116,field_60f553cc93d58
556,simple,D4916,"Kronopol Platinium BlackPool D4916 Дуб Оксфорд (Dąb Oxford)",1,0,visible,,"Kronopol Platinium BlackPool D4916 Дуб Оксфорд (Dąb Oxford)",,,taxable,,1,,,0,0,14,1380,244,10,1,,,2678,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4916_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4916_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4916_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Blackpool Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",5,1,0,1.684,field_60d08a32d849c,1590,field_60f553cc93d58
561,simple,,"Плинтус МДФ Kronopol D4916 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D4916 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4916_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
563,simple,D4918,"Kronopol Platinium BlackPool D4918 Дуб Вестминстер (Dąb Westminster)",1,0,visible,,"Kronopol Platinium BlackPool D4918 Дуб Вестминстер (Dąb Westminster)",,,taxable,,1,,,0,0,14,1380,244,10,1,,,2678,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4918_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4918_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4918_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Blackpool Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",5,1,0,1.684,field_60d08a32d849c,1590,field_60f553cc93d58
568,simple,,"Плинтус ПВХ Arbiton Indo 12 (2500*70*26)",1,0,visible,,"<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n
\nПлинтус ПВХ Arbiton Indo 12 (2500*70*26)
\n
\n</div>
\n</div>
\n</div>",,,taxable,,1,,,0,0,,2500,70,26,1,,,290,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Arbiton_Indo_12.jpg,,,,,,,,,0,Материал,ПВХ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,116,field_60f553cc93d58
569,simple,,"Плинтус МДФ Kronopol D4918 (2500*85*16)D4583",1,0,visible,,"Плинтус МДФ Kronopol D4918 (2500*85*16) Подходит для Kronopol D4583",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,"https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4918_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4583_3.png",,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
570,simple,D4919,"Kronopol Platinium BlackPool D4919 Дуб Квинс (Dab Queen’s)",1,0,visible,,"Kronopol Platinium BlackPool D4919 Дуб Квинс (Dab Queen’s)",,,taxable,,1,,,0,0,14,1380,244,10,1,,,2678,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4919_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4919_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4919_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Blackpool Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",5,1,0,1.684,field_60d08a32d849c,1590,field_60f553cc93d58
575,simple,,"Плинтус МДФ Kronopol D4919 (2500*85*16)D4590",1,0,visible,,"Плинтус МДФ Kronopol D4919 (2500*85*16) Подходит для Kronopol D4590",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,"https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4919_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Flori_4590_3.png",,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
576,simple,131,"Плинтус ПВХ Arbiton Indo 131 (2500*70*26)",1,0,visible,,"<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n
\nПлинтус ПВХ Arbiton Indo 131 (2500*70*26)
\n
\n</div>
\n</div>
\n</div>
\n</div>",,,taxable,,1,,,0,0,,2500,70,26,1,,,290,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Arbiton_Indo_131.jpg,,,,,,,,,0,Материал,ПВХ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,116,field_60f553cc93d58
577,simple,D4921,"Kronopol Platinium BlackPool D4921 Дуб Уэмбли (Dąb Wembley)",1,0,visible,,"Kronopol Platinium BlackPool D4921 Дуб Уэмбли (Dąb Wembley)",,,taxable,,1,,,0,0,14,1380,244,10,1,,,2678,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4921_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4921_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4921_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Blackpool Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",5,1,0,1.694,field_60d08a32d849c,1590,field_60f553cc93d58
582,simple,41,"Плинтус ПВХ Arbiton Indo 41 (2500*70*26)",1,0,visible,,"<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n
\nПлинтус ПВХ Arbiton Indo 41 (2500*70*26)
\n
\n</div>
\n</div>
\n</div>
\n</div>",,,taxable,,1,,,0,0,,2500,70,26,1,,,290,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Arbiton_Indo_41.jpg,,,,,,,,,0,Материал,ПВХ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,116,field_60f553cc93d58
583,simple,,"Плинтус МДФ Kronopol D4921 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D4921 (2500*85*16)",,,taxable,,1,,,0,0,14,2500,85,16,1,,,879,Misc,,,https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4921_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
584,simple,D4922,"Kronopol Platinium BlackPool D4922 Дуб Даунинг (Dąb Downing)",1,0,visible,,"Kronopol Platinium BlackPool D4922 Дуб Даунинг (Dąb Downing)",,,taxable,,1,,,0,0,14,1380,244,10,1,,,2678,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4922_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4922_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4922_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Blackpool Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",5,1,0,1.684,field_60d08a32d849c,1590,field_60f553cc93d58
589,simple,,"Плинтус МДФ Kronopol D4922 (2500*85*16) D4530",1,0,visible,,"Плинтус МДФ Kronopol D4922 (2500*85*16). Подходит для Kronopol D4530",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,"https://kronopol.pro/wp-content/uploads/2021/08/Blackpool_4922_3.png, https://kronopol.pro/wp-content/uploads/2021/08/SYMFONIA-_AURUM_4530-4.png",,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
590,simple,,"Плинтус ПВХ Arbiton Indo 02 (2500*70*26)",1,0,visible,,"<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n
\nПлинтус ПВХ Arbiton Indo 02 (2500*70*26)
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>",,,taxable,,1,,,0,0,,2500,70,26,1,,,290,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Arbiton_Indo_02.jpg,,,,,,,,,0,Материал,ПВХ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,116,field_60f553cc93d58
591,simple,D3280,"Kronopol Platinium Marine D3280 Дуб Тихий (Pacific Oak)",1,0,visible,,"Kronopol Platinium Marine D3280 Дуб Тихий (Pacific Oak)",,,taxable,,1,,,0,0,15,1380,159,10,1,,,2287,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Marine_3280_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Marine_3280_5.png, https://kronopol.pro/wp-content/uploads/2021/08/Marine_3280_2-1.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Marine Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,1.536,field_60d08a32d849c,1490,field_60f553cc93d58
598,simple,,"Плинтус МДФ Kronopol D3280 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3280 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Marine_3280_2-1.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
599,simple,42,"Плинтус ПВХ Arbiton Indo 42 (2500*70*26)",1,0,visible,,"<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n
\nПлинтус ПВХ Arbiton Indo 42 (2500*70*26)
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>",,,taxable,,1,,,0,0,,2500,70,26,1,,,290,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Arbiton_Indo_42.jpg,,,,,,,,,0,Материал,ПВХ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,116,field_60f553cc93d58
600,simple,D3787,"Kronopol Platinium Marine D3787 Дуб Балтика (Baltic Oak)",1,0,visible,,"Kronopol Platinium Marine D3787 Дуб Балтика (Baltic Oak)",,,taxable,,1,,,0,0,15,1380,159,10,1,,,2287,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Marine_3787_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Marine_3787_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Marine_3787_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Marine Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,1.536,field_60d08a32d849c,1490,field_60f553cc93d58
606,simple,,"Плинтус МДФ Kronopol D3787 (2500*85*16)D4584",1,0,visible,,"Плинтус МДФ Kronopol D3787 (2500*85*16) Подходит для Kronopol D4584",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,"https://kronopol.pro/wp-content/uploads/2021/08/Marine_3787_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4584_3.png",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
