ID,Тип,Артикул,Имя,Опубликован,рекомендуемый?,"Видимость в каталоге","Краткое описание",Описание,"Дата начала действия продажной цены","Дата окончания действия продажной цены","Статус налога","Налоговый класс","В наличии?",Запасы,"Величина малых запасов","Возможен ли предзаказ?","Продано индивидуально?","Вес (kg)","Длина (mm)","Ширина (mm)","Высота (mm)","Разрешить отзывы от клиентов?","Примечание к покупке","Цена распродажи","Базовая цена",Категории,Метки,"Класс доставки",Изображения,"Лимит загрузок","Число дней до просроченной загрузки",Родительский,"Сгруппированные товары",Апсейл,Кросселы,"Внешний URL","Текст кнопки",Позиция,"Имя атрибута 1","Значение(-я) аттрибута(-ов) 1","Видимость атрибута 1","Глобальный атрибут 1","Имя атрибута 2","Значение(-я) аттрибута(-ов) 2","Видимость атрибута 2","Глобальный атрибут 2","Имя атрибута 3","Значение(-я) аттрибута(-ов) 3","Видимость атрибута 3","Глобальный атрибут 3","Имя атрибута 4","Значение(-я) аттрибута(-ов) 4","Видимость атрибута 4","Глобальный атрибут 4","Имя атрибута 5","Значение(-я) аттрибута(-ов) 5","Видимость атрибута 5","Глобальный атрибут 5","Мета: number-meters-packing","Мета: _number-meters-packing","Мета: price-packing","Мета: _price-packing"
296,simple,D3876,"Плинтус МДФ Kronopol D3876 (2500*85*16) D3328",1,0,visible,,"Плинтус МДФ Kronopol D3876 (2500*85*16). Подходит для Kronopol D3328.",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Plintys_MDF_AURUM_AROMA_3328_3876.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
298,simple,D3341,"Kronopol Aurum Aroma D3341 Дуб Жасмин (Oak Jasmine)",1,0,visible,,"Kronopol Aurum Aroma D3341 Дуб Жасмин (Oak Jasmine)",,,taxable,,1,,,0,0,15,1380,193,10,1,,,2637,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3341.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3341-2.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3341-3.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3341-4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Aroma Aurum",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",6,1,0,1.598,field_60d08a32d849c,1650,field_60f553cc93d58
304,simple,D3883,"Плинтус МДФ Kronopol D3883 (2500*85*16) D3341",1,0,visible,,"Плинтус МДФ Kronopol D3883 (2500*85*16). Подходит для Kronopol D3341.",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3341-4.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
306,simple,D3880,"Kronopol Aurum Aroma D3880 Ясень Лилия (Ash Lily)",1,0,visible,,"Kronopol Aurum Aroma D3880 Ясень Лилия (Ash Lily)",,,taxable,,1,,,0,0,15,1380,193,10,1,,,2637,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3880.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3880-2.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3880-3.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3880-4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Aroma Aurum",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",6,1,0,1.598,field_60d08a32d849c,1650,field_60f553cc93d58
311,simple,,"Плинтус МДФ Kronopol D3880 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3880 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3880-3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
314,simple,D3881,"Kronopol Aurum Aroma D3881 Дуб Мята (Oak Mint)",1,0,visible,,"Kronopol Aurum Aroma D3881 Дуб Мята (Oak Mint)",,,taxable,,1,,,0,0,15,1380,193,10,1,,,2637,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3881.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3881-2.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3881-3.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3881-4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Aroma Aurum",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",6,1,0,1.598,field_60d08a32d849c,1650,field_60f553cc93d58
319,simple,,"Плинтус МДФ Kronopol D3881 (2500*85*16)D4576, D4589",1,0,visible,,"Плинтус МДФ Kronopol D3881 (2500*85*16)Подходит для Kronopol D4576, D4589",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,"https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3881-3.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4576_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Flori_4589_3.png",,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
320,"simple, virtual",D3882,"Kronopol Aurum Aroma D3882 Орех Barley (Walnut Barley)",1,0,visible,,"Kronopol Aurum Aroma D3882 Орех Barley (Walnut Barley)",,,taxable,,1,,,0,0,15,1380,193,10,1,,,2637,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3882.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3882-2.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3882-3.png, https://kronopol.pro/wp-content/uploads/2021/08/Plintys_Indo_12_AURUM_AROMA_3882.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Aroma Aurum",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",6,1,0,1.598,field_60d08a32d849c,1650,field_60f553cc93d58
326,simple,,"Плинтус МДФ Kronopol D3882 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3882 (2500*85*16)",,,taxable,,1,,,0,0,,2500,193,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3882-3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
327,simple,D3946,"Kronopol Aurum Aroma D3946 Дуб Лаванда (Oak Lavender)",1,0,visible,,"Kronopol Aurum Aroma D3946 Дуб Лаванда (Oak Lavender)",,,taxable,,1,,,0,0,,1380,193,10,1,,,2637,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3946.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3946-2.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3946-3.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3946-4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Aroma Aurum",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",6,1,0,1.598,field_60d08a32d849c,1650,field_60f553cc93d58
333,simple,,"Плинтус МДФ Kronopol D3946 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3946 (2500*85*16)",,,taxable,,1,,,0,0,,2500,193,10,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/AURUM_AROMA_3946-4.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
334,simple,D3481,"Kronopol Aurum Senso D3481 Хикори Диско (Disco Hicory)",1,0,visible,,"Kronopol Aurum Senso D3481 Хикори Диско (Disco Hicory)",,,taxable,,1,,,0,0,15,1380,159,10,1,,,1921,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3481.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3481-2.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3481-3.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3481-4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Senso Aurum",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",6,1,0,1.316,field_60d08a32d849c,1460,field_60f553cc93d58
340,simple,D3747,"Плинтус МДФ Kronopol D3747 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3747 (2500*85*16)",,,taxable,,1,,,0,0,,1380,159,10,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3481-4.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
341,simple,D3486,"Kronopol Aurum Senso D3486 Дуб Латино (Latino Oak)",1,0,visible,,"Kronopol Aurum Senso D3486 Дуб Латино (Latino Oak)",,,taxable,,1,,,0,0,15,1380,159,10,1,,,1921,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3486.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3486-2.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3486-3.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3486-4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Senso Aurum",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",6,1,0,1.316,field_60d08a32d849c,1460,field_60f553cc93d58
347,simple,,"Плинтус МДФ Kronopol D3343 (2500*85*16)",'-1,0,visible,"<p><br data-mce-bogus=""1""></p>",,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
348,simple,D3487,"Kronopol Aurum Senso D3487 Дуб Болеро (Bolero Oak)",1,0,visible,,"Kronopol Aurum Senso D3487 Дуб Болеро (Bolero Oak)",,,taxable,,1,,,0,0,15,1380,159,10,1,,,1921,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3487.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3487-2.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3487-3.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3487-4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Senso Aurum",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",6,1,0,1.316,field_60d08a32d849c,1460,field_60f553cc93d58
354,simple,D3492,"Kronopol Aurum Senso D3492 Орех Свинг (Swing Walnut)",1,0,visible,,"Kronopol Aurum Senso D3492 Орех Свинг (Swing Walnut)",,,taxable,,1,,,0,0,15,1380,159,10,1,,,1921,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3492.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3492-2.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3492-3.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3492-4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Senso Aurum",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",6,1,0,1.316,field_60d08a32d849c,1460,field_60f553cc93d58
359,simple,,"Плинтус МДФ Kronopol D3492 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3492 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3492-4.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
360,simple,D3495,"Kronopol Aurum Senso D3495 Дуб Мамбо (Mambo Oak)",1,0,visible,,"Kronopol Aurum Senso D3495 Дуб Мамбо (Mambo Oak)",,,taxable,,1,,,0,0,15,1380,159,10,1,,,1921,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3495.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3495-2.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3495-3.png, https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3495-4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Senso Aurum",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",6,1,0,1.316,field_60d08a32d849c,1460,field_60f553cc93d58
366,simple,,"Плинтус МДФ Kronopol D3495 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3495 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/AURUM_SENSO_3495-4.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
368,simple,D2740,"Kronopol Platinium Linea D2740 Дуб Опaлённый (Smoked Oak)",1,0,visible,,"Kronopol Platinium Linea D2740 Дуб Опaлённый (Smoked Oak)",,,taxable,,1,,,0,0,14,1380,113,8,1,,,2166,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_2740.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_2740-2.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_2740-3.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_2740-4.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Linea Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",10,1,0,1.558,field_60d08a32d849c,1390,field_60f553cc93d58
373,simple,,"Плинтус ПВХ Arbiton Indo 23 (2500*70*26)",1,0,visible,,"Плинтус ПВХ Arbiton Indo 23 (2500*70*26).",,,taxable,,1,,,0,0,,2500,70,26,1,,,290,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Arbiton_Indo_23.jpg,,,,,,,,,0,Материал,ПВХ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,116,field_60f553cc93d58
374,simple,,"Плинтус МДФ Kronopol D2740 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D2740 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_2740-3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
375,simple,D3185,"Kronopol Platinium Linea D3185 Дуб Париж (Paris Oak)",1,0,visible,,"Kronopol Platinium Linea D3185 Дуб Париж (Paris Oak)",,,taxable,,1,,,0,0,14,1380,113,8,1,,,2166,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3185.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3185-2.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3185-3.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3185-4.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Linea Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",10,1,0,1.558,field_60d08a32d849c,1390,field_60f553cc93d58
380,simple,,"Плинтус МДФ Kronopol D3185 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3185 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3185-3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
381,simple,D3501,"Kronopol Platinium Linea D3501 Дуб Мурано (Murano Oak)",1,0,visible,,"Kronopol Platinium Linea D3501 Дуб Мурано (Murano Oak)",,,taxable,,1,,,0,0,,,,,1,,,2166,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3501.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3501-2.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3501-3.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3501-4.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Linea Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",10,1,0,1.558,field_60d08a32d849c,1390,field_60f553cc93d58
386,simple,,"Плинтус МДФ Kronopol D3501 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3501 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3501-3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
387,simple,D3502,"Kronopol Platinium Linea D3502 Дуб Александрийский (Alexander Oak)",1,0,visible,,"Kronopol Platinium Linea D3502 Дуб Александрийский (Alexander Oak)",,,taxable,,1,,,0,0,14,1380,113,8,1,,,2166,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3502.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3502-2.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3502-3.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3502-4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Linea Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",10,1,0,1.558,field_60d08a32d849c,1390,field_60f553cc93d58
392,simple,,"Плинтус МДФ Kronopol D3502 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3502 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3502-3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
394,simple,D3509,"Kronopol Platinium Linea D3509 Дуб Лион (Lion Oak)",1,0,visible,,"Kronopol Platinium Linea D3509 Дуб Лион (Lion Oak)",,,taxable,,1,,,0,0,14,1380,113,8,1,,,2166,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3509.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3509-2.png, https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3509-3.png, https://kronopol.pro/wp-content/uploads/2021/08/Plintys_Indo_20_PLATINIUM_LINEA_3509.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Linea Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",10,1,0,1.558,field_60d08a32d849c,1390,field_60f553cc93d58
399,simple,,"Плинтус МДФ Kronopol D3509 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3509 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/PLATINIUM_LINEA_3509-3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
401,simple,,"Kronopol Platinium Milo D3033 Дуб Ливорно",'-1,0,visible,"<p><br data-mce-bogus=""1""></p>","Kronopol Platinium Milo D3033 Дуб Ливорно",,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
406,simple,D3033,"Kronopol Platinium Milo D3033 Дуб Ливорно",1,0,visible,,"Kronopol Platinium Milo D3033 Дуб Ливорно",,,taxable,,1,,,0,0,16,1380,193,8,1,,,2758,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Milo_Platinium_3033.png, https://kronopol.pro/wp-content/uploads/2021/08/Milo_Platinium_3033-2.png, https://kronopol.pro/wp-content/uploads/2021/08/Milo_Platinium_3033-3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Milo Platinium",1,1,Толщина,8мм,1,1,"Страна производства:",Польша,1,0,"Количество в уп-ке, шт:",8,1,0,2.398,field_60d08a32d849c,1150,field_60f553cc93d58
407,simple,,"Плинтус МДФ Kronopol D3033 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3033 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Milo_Platinium_3033-3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
408,simple,D3034,"Kronopol Platinium Milo D3034 Дуб Феррара",1,0,visible,,"Kronopol Platinium Milo D3034 Дуб Феррара",,,taxable,,1,,,0,0,16,1380,193,8,1,,,2758,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Milo_Platinium_3034.png, https://kronopol.pro/wp-content/uploads/2021/08/Milo_Platinium_3034_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Milo_Platinium_3034_4.png, https://kronopol.pro/wp-content/uploads/2021/08/Milo_Platinium_3034_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Milo Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,2.398,field_60d08a32d849c,1150,field_60f553cc93d58
414,simple,,"Плинтус МДФ Kronopol D3034 (2500*85*16) D4573",1,0,visible,,"Плинтус МДФ Kronopol D3034 (2500*85*16) Подходит для Kronopol D4573",,,taxable,,1,,,0,0,,,,,1,,,879,Плинтус,,,"https://kronopol.pro/wp-content/uploads/2021/08/Milo_Platinium_3034_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4573_3.png, https://kronopol.pro/wp-content/uploads/2021/08/CUPRUM-_PLATINIUM_3034-4.png",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
415,simple,D3305,"Kronopol Platinium Milo D3305 Nike Oak (Дуб Нике)",1,0,visible,,"Kronopol Platinium Milo D3305 Nike Oak (Дуб Нике)",,,taxable,,1,,,0,0,16,1380,193,8,1,,,2758,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Patinium_Milo_3305.png, https://kronopol.pro/wp-content/uploads/2021/08/Patinium_Milo_3305-2.png, https://kronopol.pro/wp-content/uploads/2021/08/Patinium_Milo_3305-3.png, https://kronopol.pro/wp-content/uploads/2021/08/Patinium_Milo_3305-4.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Milo Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,2.398,field_60d08a32d849c,1150,field_60f553cc93d58
422,simple,,"Плинтус МДФ Kronopol D3305 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3305 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Patinium_Milo_3305-4.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
447,simple,D3712,"Kronopol Platinium Milo D3712 Орех Афина (Athena Walnut)",1,0,visible,,"Kronopol Platinium Milo D3712 Орех Афина (Athena Walnut)",,,taxable,,1,,,0,0,16,1380,193,8,1,,,2758,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Milo_3712_1-1.png, https://kronopol.pro/wp-content/uploads/2021/08/Milo_3712_2-1.png, https://kronopol.pro/wp-content/uploads/2021/08/Milo_3712_3-1.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Milo Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,2.398,field_60d08a32d849c,1150,field_60f553cc93d58
451,simple,,"Плинтус МДФ Kronopol D3712 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3712 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Milo_3712_3-1.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
452,simple,,"Kronopol Platinium Milo D3747 Дуб Пандора (Pandora Oak)",1,0,visible,,"Kronopol Platinium Milo D3747 Дуб Пандора (Pandora Oak)",,,taxable,,1,,,0,0,16,1380,193,8,1,,,2758,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Milo_3747_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Milo_3747_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Milo_3747_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Milo_3747_4.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Milo Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,2.398,field_60d08a32d849c,1150,field_60f553cc93d58
457,simple,,"Плинтус МДФ Kronopol D3747 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3747 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Milo_3747_2.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
458,simple,D3750,"Kronopol Platinium Milo D3750 Дуб Клеопатра (Cleopatra Oak)",1,0,visible,,"Kronopol Platinium Milo D3750 Дуб Клеопатра (Cleopatra Oak)",,,taxable,,1,,,0,0,16,1380,193,8,1,,,2758,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Milo_3750_5.png, https://kronopol.pro/wp-content/uploads/2021/08/Milo_3750_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Milo_3750_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Milo_3750_4.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Milo Platinium",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,2.398,field_60d08a32d849c,1150,field_60f553cc93d58
